feature,importance,abs_importance
num__CA199,0.008199620427881327,0.008199620427881327
cat__MLH1_1,0.007451019860440167,0.007451019860440167
num__CD4_count,-0.006792519745418291,0.006792519745418291
cat__Differentiation_grade_5,0.006643949850471609,0.006643949850471609
cat__Differentiation_grade_6,0.006643949850471609,0.006643949850471609
cat__MSH6_0,0.006343934514224414,0.006343934514224414
num__LDH,-0.005960049075991092,0.005960049075991092
cat__CDX2_0,-0.005953339467832197,0.005953339467832197
cat__PMS2_1,0.005914040334330228,0.005914040334330228
cat__Colonic_obstruction_0,0.00517837972548123,0.00517837972548123
cat__Family_history_1,0.00517837972548123,0.00517837972548123
num__Tumor_volume,0.005106491066636032,0.005106491066636032
num__IL6,-0.004829000843493558,0.004829000843493558
num__Total_B_lymphocytes,-0.004792097998619705,0.004792097998619705
num__CD8_CD25_over_CD8_percent,0.004743692968330692,0.004743692968330692
cat__Carcinoma_nodule_1,0.0044331339621194845,0.0044331339621194845
num__Glucose,-0.004400065179050649,0.004400065179050649
num__NSE,0.004289356644429143,0.004289356644429143
cat__MSH6_1,0.004271144850855035,0.004271144850855035
num__WBC,-0.004159477800782107,0.004159477800782107
cat__MSH2_0,0.004118740894103268,0.004118740894103268
cat__Family_history_0,0.004116344605475086,0.004116344605475086
num__Chloride,-0.0040990913273521775,0.0040990913273521775
num__RBP,-0.0038939690207805853,0.0038939690207805853
num__NK_cells,-0.003747316156736402,0.003747316156736402
num__CA724,-0.0036644045702016624,0.0036644045702016624
num__Lymphocyte_percent,-0.0036112069626562217,0.0036112069626562217
num__ALT,-0.0035723870868798135,0.0035723870868798135
num__Neutrophil_percent,-0.0034564067172762614,0.0034564067172762614
num__IL17,-0.0034362778927995883,0.0034362778927995883
num__SCCA,0.0034290890269151665,0.0034290890269151665
num__Potassium,0.0032752472969864166,0.0032752472969864166
cat__PMS2_0,0.0032555977302354488,0.0032555977302354488
num__Total_T_lymphocytes,-0.0032397822252894447,0.0032397822252894447
num__Ki67,-0.0032095889885744634,0.0032095889885744634
cat__Sex_Female,-0.0032095889885744634,0.0032095889885744634
cat__Colonic_obstruction_1,-0.003156391381029,0.003156391381029
num__Total_bile_acids,0.00314345142243696,0.00314345142243696
num__Prealbumin,0.0031070278352887115,0.0031070278352887115
num__IFN_gamma,0.0030926501035197116,0.0030926501035197116
num__Albumin,-0.003006383712905425,0.003006383712905425
num__A_G_ratio,-0.0029646882907752416,0.0029646882907752416
num__ALP,-0.0028774633847097665,0.0028774633847097665
num__CA242,0.0028228280039874765,0.0028228280039874765
cat__Vascular_invasion_1,0.002776819262326513,0.002776819262326513
cat__Vascular_invasion_0,0.002776819262326513,0.002776819262326513
num__CD4_CD25_over_CD4_percent,-0.002640710068246266,0.002640710068246266
num__AST,-0.002594701326585347,0.002594701326585347
num__CD8_T_cells,-0.0025022045855378817,0.0025022045855378817
cat__Hypertension_0,-0.0024087493290391613,0.0024087493290391613
num__VitB1,-0.0023833486695805208,0.0023833486695805208
cat__CDX2_1,-0.0023613028142012936,0.0023613028142012936
num__CA50,-0.002321524422973664,0.002321524422973664
cat__Differentiation_grade_1,-0.0022208803005903887,0.0022208803005903887
cat__Differentiation_grade_2,-0.0022208803005903887,0.0022208803005903887
cat__Sex_Male,0.0022136914347059555,0.0022136914347059555
cat__T_stage_1,0.0022136914347059555,0.0022136914347059555
num__GGT,0.002206981826547072,0.002206981826547072
num__mAST,-0.0021791848784602275,0.0021791848784602275
num__VitB2,0.0021255080131892035,0.0021255080131892035
num__CD19_count,-0.0020286979526109583,0.0020286979526109583
num__Eosinophil_percent,-0.001939076757917313,0.001939076757917313
cat__MSH2_1,-0.0018336400582777191,0.0018336400582777191
num__Triglycerides,0.0018307645119239435,0.0018307645119239435
num__Sodium,-0.0018202208419599518,0.0018202208419599518
num__VitA,-0.0017871520588911504,0.0017871520588911504
num__CD3_count,-0.0017847557702629913,0.0017847557702629913
num__CD8_count,0.0017837972548118142,0.0017837972548118142
num__Indirect_bilirubin,-0.0017675024921401383,0.0017675024921401383
num__Creatinine,-0.0016989686373744095,0.0016989686373744095
num__MCH,-0.0015614216701173244,0.0015614216701173244
num__CA153,0.001470362702246797,0.001470362702246797
num__CD8_CD45RA_naive_percent_of_cytotoxic_T,0.0014689249290698813,0.0014689249290698813
cat__MLH1_0,-0.0014463998159649938,0.0014463998159649938
num__Monocyte_percent,0.0014344183728241978,0.0014344183728241978
num__CD8_CD45RO_memory_percent_of_cytotoxic_T,-0.001419082125603821,0.001419082125603821
num__Total_cholesterol,0.0013970362702247052,0.0013970362702247052
num__CD4_CD45RO_memory_percent_of_helper_T,0.0013965570124990668,0.0013965570124990668
num__IL5,-0.0013831377961812553,0.0013831377961812553
num__IL8,-0.0013778659611992428,0.0013778659611992428
num__MCV,0.0013735526416686294,0.0013735526416686294
num__VitE,-0.0013146039414155153,0.0013146039414155153
num__CD8_CD28_pos,-0.0012853692201518108,0.0012853692201518108
num__IL1_beta,-0.0012738670347365866,0.0012738670347365866
cat__Perineural_invasion_1,0.0012685951997546518,0.0012685951997546518
cat__Perineural_invasion_0,0.0012685951997546518,0.0012685951997546518
num__CD4_CD45RA_naive_percent_of_helper_T,0.0012441530557472992,0.0012441530557472992
num__CD29_pos_helper_T_cells,-0.0011804117782378333,0.0011804117782378333
cat__Carcinoma_nodule_0,0.00115069779924859,0.00115069779924859
num__Globulin,0.0010193811824246834,0.0010193811824246834
